0,0
0,1
0,2
0,3
1,4
1,5
2,6
2,7
2,8
3,9
4,10
4,11
4,12
4,13
5,14
6,15
6,16
7,17
7,18
7,19
8,20
8,21
8,22
8,23
8,24
9,25
9,26
